0, 43087.625, 54955.023, 57359.082, 61195.395
0, 68299.297, 71783.508, 73398.289, 76847.352
0, 68299.297, 81449.305, 94898.125, 101437.6
0, 50155.199, 65825.609, 71783.508, 81449.305
0, 50155.199, 52766.441, 78255.945, 89337.336
0, 43812.332, 52766.441, 84978.094, 90472.367
0, 43812.332, 63543.691, 71702.938, 78255.945
0, 63543.691, 65308.215, 72164.125, 78926.656
0, 60709.434, 62371.203, 62539.734, 62973.055
0, 78959.219, 94185.75, 97549.727, 99112.875
0, 97635.445, 98915.578, 102027.32, 102082.27
0, 108244.36, 120282.64, 120297.91, 121793.05
0, 99463.195, 100451.75, 113555.89, 114447.36
0, 41846.055, 57365.219, 57609.953, 83398.406
0, 33871.98, 57609.953, 63805.441, 75071.68
0, 70780.109, 75071.68, 79393.5, 105159.66
0, 79393.5, 88206.375, 96283.891, 98107.914
0, 107188.56, 112039.6, 112709.35, 112772.94
0, 85941.688, 87439.453, 87825.578, 87971.867
0, 62936.859, 63094.5, 63452.219, 63798.352
0, 72735.508, 75989.273, 83130.148, 84571.117
0, 96095.805, 107630.73, 107998.94, 113671.04
0, 109321.27, 117579.34, 119324.38, 121109.27
0, 99292.164, 110205.6, 119509.15, 123375.83
0, 60283.066, 99292.164, 130903.8, 134674.92
0, 60283.066, 110205.6, 118450.95, 135655.03
0, 108312.38, 109713.13, 118450.95, 137050.55
0, 66286.656, 88617.281, 126326.5, 146882.55
0, 44316.656, 66286.656, 101011.91, 134620.59
0, 44316.656, 74275.578, 88617.281, 125178.5
0, 74275.578, 83768.055, 101011.91, 126326.5
0, 83768.055, 125178.5, 127510.61, 134620.59
0, 87052.32, 109883.52, 127510.61, 133548.81
0, 60044.262, 87052.32, 90902.484, 103136.29
0, 53122.723, 60044.262, 107722.7, 107826.59
0, 53122.723, 90902.484, 109441.47, 113352.34
0, 111621.27, 113174.05, 129799.1, 130602.34
0, 67798.664, 109748.68, 111621.27, 136099.95
0, 67798.664, 82819.367, 113174.05, 120236.34
0, 61802.559, 79671.703, 82819.367, 85286.82
0, 58640.324, 61802.559, 79495.211, 81803.125
0, 40828.785, 58640.324, 65102.883, 68973.859
0, 40828.785, 70291.039, 71756.883, 78090.227
0, 72868.875, 72998.336, 73624.422, 74806.195
0, 84344.992, 85928.258, 87360.336, 87443.805
0, 112034.48, 126339.17, 128550.84, 128615.52
0, 77621.672, 91384.914, 96704.75, 102405.77
0, 67289.883, 70244.766, 77621.672, 77698.703
0, 41624.668, 45809.246, 46096.215, 51289.75
0, 37185.75, 40592.941, 46096.215, 50789.582
0, 32168.293, 37911.062, 40687.359, 49743.801
0, 29795.307, 37911.062, 47246.504, 47606.504
0, 15353.632, 47150.02, 50241.758, 52217.527
0, 14339.931, 31672.957, 41853.441, 44020.93
0, 18815.686, 19881.25, 25014.617, 28417.354
0, 27139.934, 28417.354, 35600.555, 41047.578
0, 42553, 62981.348, 74818.5, 77993.469
0, 84466.758, 86282.211, 103432.2, 106370.17
0, 37971.258, 56024.539, 61317.148, 61554.633
0, 40070.59, 46577.555, 56024.539, 62918.074
0, 36546.547, 40070.59, 53398.949, 54758.184
0, 36546.547, 54905.508, 62918.074, 65728.195
0, 53398.949, 54905.508, 61554.633, 65627.125
0, 37971.258, 66885.109, 68166.969, 68633.883
0, 46577.555, 54758.184, 66480.562, 66885.109
0, 67252.469, 74388.547, 85404.961, 88439.938
0, 61804.652, 65126.52, 65627.125, 71079.023
0, 61804.652, 76261.578, 84689.82, 85646.109
0, 48390.742, 61195.395, 69539.656, 71051.359
0, 48390.742, 54955.023, 66750.781, 69693.578
0, 43087.625, 57564.797, 62957.824, 66750.781
0, 57359.082, 57564.797, 65825.609, 73398.289
0, 67397.922, 80271.469, 86369.758, 92732.531
0, 64143.797, 67397.922, 83440.023, 83653.461
0, 62262.914, 64143.797, 80271.469, 81747.75
0, 55465.035, 62262.914, 71702.938, 72164.125
0, 55465.035, 58268.793, 59351.516, 62453.953
0, 62876.445, 65047.805, 66288.984, 70004.617
0, 76780.164, 92644.023, 94682.727, 95230.961
0, 138563.56, 150157.05, 150658.61, 150943.8
0, 88141.195, 103262.44, 107082.69, 108407.68
0, 41846.055, 81840.984, 82760.305, 85211.234
0, 33871.98, 57365.219, 70780.109, 77045.562
0, 48208.965, 59350.91, 63805.441, 75227.93
0, 59350.91, 60342.961, 82891.695, 83351.031
0, 60342.961, 68426.758, 72141, 76633.547
0, 54582.352, 68426.758, 77322.727, 77998.555
0, 48908.805, 54582.352, 68040.727, 75523.727
0, 48908.805, 76767.711, 77322.727, 80172.25
0, 80172.25, 84730.867, 98509.117, 103663.16
0, 61534.418, 69511.297, 76767.711, 81139.883
0, 56222.578, 59728.453, 69511.297, 79952.828
0, 22234.059, 54237.039, 67563.156, 78210.531
0, 56813.961, 56908.988, 67563.156, 90073.82
0, 56908.988, 64462.207, 71386.117, 72857.477
0, 64048.336, 64462.207, 65068.359, 67428.438
0, 65068.359, 67183.609, 91419.094, 93667.961
0, 51708.66, 67183.609, 67428.438, 72141
0, 20853.258, 64192.652, 69778.18, 79705.07
0, 55457.32, 56501.328, 67675.008, 69778.18
0, 46342.73, 55633.039, 66912.469, 78005.539
0, 62540.762, 66906.961, 66912.469, 82480.742
0, 66906.961, 68072.445, 78234.109, 104873.38
0, 57018.02, 76743.969, 78234.109, 80416.828
0, 57018.02, 69977.234, 74802.242, 79364.977
0, 44863.02, 47545.949, 49196.008, 61298.594
0, 28326.447, 44863.02, 46513.359, 56746.344
0, 45985.066, 46513.359, 50743.852, 61298.594
0, 71535.031, 83920.633, 83973.375, 84575.188
0, 54832.328, 71535.031, 81052.406, 82218.812
0, 49849.805, 54832.328, 72095.57, 75132.133
0, 45641.891, 49849.805, 66782.867, 73287.211
0, 53616.297, 55062.539, 66782.867, 72095.57
0, 32734.096, 49977.844, 55062.539, 70973.984
0, 34210.168, 37877.949, 48170.746, 49977.844
0, 20012.115, 37877.949, 56013.195, 66208.742
0, 35351.141, 66208.742, 66871.461, 67529.695
0, 49622.406, 56120.668, 58329.664, 60500.055
0, 67532.344, 80973.07, 81723.906, 82232.609
0, 58591.539, 60259.312, 100765.77, 105411.67
0, 64293.617, 73156.352, 82227.023, 93011.766
0, 33175.672, 70394.031, 76295.273, 82227.023
0, 41283.672, 70394.031, 71085.141, 71997.805
0, 58988.012, 60590.121, 63794.742, 65059.355
0, 60590.121, 85239.586, 85511.57, 88341.039
0, 45651.301, 85511.57, 110473.62, 112284.98
0, 33046.07, 94352.359, 96101.562, 98373.469
0, 89595.312, 92265.312, 94352.359, 98560.234
0, 56041.703, 69545.367, 75298.406, 76808.328
0, 17032.691, 60932.562, 62453.953, 63827.602
0, 57599.32, 104523.05, 107630.73, 111426.81
0, 54728.027, 97420.82, 98387.961, 98417.594
0, 54728.027, 91274.719, 92369.508, 95053.594
0, 46801.758, 58136.477, 80614.414, 82756.477
0, 46801.758, 73508.992, 74178.102, 76323.055
0, 68636.367, 89079.656, 98668.438, 99599.781
0, 58974.984, 60432.973, 75031.938, 75536.602
0, 29350.119, 31684.57, 58974.984, 64148.445
0, 55891.23, 66381.891, 71565.32, 73072.516
0, 53323.633, 55891.23, 75539.453, 81000.141
0, 61561.539, 64151.707, 96256.719, 99099.023
0, 118499.52, 118580.39, 125219.8, 128434.68
0, 118499.52, 123966.25, 127662.95, 128989
0, 76720.172, 80072.562, 93235.086, 97453.078
0, 46750.801, 65706.734, 76306.578, 83935.891
0, 46750.801, 65489.641, 75067.508, 80572.781
0, 39528.16, 48962.137, 53240.754, 53513.664
0, 27116.846, 44350.465, 52370.098, 53240.754
0, 17817.967, 35327.055, 52370.098, 63943.309
0, 70960.266, 77832.328, 80949.867, 81578.531
0, 73555.242, 74101.773, 79768.906, 85040.164
0, 45882.203, 60496.652, 64984.57, 71774.484
0, 18320.791, 56471.176, 64984.57, 74260.906
0, 47683.355, 67844.094, 87576.461, 89180.023
0, 47683.355, 59165.984, 87166.016, 90641.062
0, 59165.984, 67844.094, 85692.836, 86968.062
0, 23718.572, 57584.066, 64888.449, 77778.656
0, 54131.547, 54874.438, 57584.066, 73618.094
0, 54874.438, 68319.008, 69197.5, 72529.398
0, 65590.93, 113427.25, 114332.41, 115087.43
0, 101449.58, 168720.7, 169201.75, 169883.09
0, 195883.58, 196698.92, 217421.52, 218222.59
0, 68806.086, 82355.945, 108779.57, 156338.83
0, 68806.086, 103683.07, 108215.2, 137282.75
0, 100422.84, 127603.15, 157580.91, 161171.05
0, 89365.375, 100422.84, 104863.48, 148305.98
0, 70883.875, 104863.48, 162247.34, 166460.38
0, 67719.789, 109230.97, 125914.66, 160536.05
0, 54138.184, 100241.06, 109216.58, 122371.73
0, 24009.738, 95404.211, 99822.828, 100241.06
0, 23196.094, 62348.645, 89455.531, 95404.211
0, 83316, 87944.258, 96918.586, 97031.188
0, 54946.934, 77533.438, 82519.398, 84115.422
0, 22477.148, 63318.266, 74906.523, 75386.914
0, 19941.379, 75386.914, 76347.602, 76679.805
0, 23932.811, 62620.152, 65632.352, 68931.227
0, 73722.078, 90241.984, 103685.28, 104523.05
0, 49352.824, 66284.539, 84049.531, 84641.125
0, 48339.43, 66284.539, 79342.578, 83685.727
0, 49189.867, 62345.211, 76144.469, 81252.586
0, 70445.289, 80107.68, 81252.586, 84502.609
0, 83300.398, 87049.852, 87062.055, 88329.539
0, 42778.125, 70680.453, 75227.93, 75443.078
0, 42778.125, 71624.5, 75554.172, 75801.117
0, 70680.453, 71624.5, 74066.859, 85221.766
0, 51377.184, 74066.859, 74082.664, 79006.758
0, 51377.184, 51521.445, 76252.75, 89399.18
0, 50124.352, 51521.445, 65151.434, 74082.664
0, 29744.127, 53389.031, 65151.434, 91150.461
0, 73533.922, 88423.008, 96735.812, 100873.45
0, 104038, 104925.84, 110602, 112922.59
0, 41827.289, 45809.246, 50853.094, 59248.582
0, 41624.668, 45473.461, 50789.582, 50853.094
0, 38871.547, 40592.941, 43790.227, 49928.668
0, 29795.307, 35517.16, 40687.359, 47723.625
0, 15353.632, 35355.426, 44246.918, 47606.504
0, 14339.931, 25960.805, 41707.73, 42573.09
0, 13452.761, 22745.904, 25014.617, 43691.984
0, 29680.834, 35600.555, 37506.98, 41590.508
0, 67839.07, 86282.211, 103685.28, 113639.45
0, 101479.98, 115030.39, 133702.17, 135339.02
0, 95405.617, 96389.938, 101479.98, 102395.35
0, 43884.734, 73250.164, 77669.562, 85977.406
0, 43884.734, 52157.617, 74904.922, 75295.539
0, 52157.617, 72760.086, 80347.109, 87532.234
0, 68951.5, 80347.109, 83180.781, 83422.18
0, 68951.5, 76508.445, 83010.367, 95698.992
0, 73250.164, 74206.711, 74904.922, 76508.445
0, 68552.32, 74206.711, 80047.492, 82159.594
0, 68552.32, 72760.086, 75295.539, 78525.82
0, 79984.711, 83422.18, 89881.266, 98412.391
0, 77704.578, 83010.367, 84258.289, 89881.266
0, 63338.629, 77704.578, 86138.609, 86318.781
0, 63338.629, 75727.406, 77669.562, 77762.117
0, 63779.883, 75727.406, 86235.914, 96278.422
0, 63779.883, 74491.641, 92057.031, 92313.031
0, 74491.641, 94197.125, 96278.422, 104746.16
0, 63449.445, 94197.125, 95294.93, 96845.453
0, 63449.445, 70465.977, 113813.96, 121080.6
0, 70465.977, 104188.98, 105593.5, 119328.72
0, 95582.094, 104016.27, 105593.5, 114844.91
0, 95582.094, 107768.79, 115977.03, 118669.92
0, 129099.33, 137302.84, 137683.02, 139151.77
0, 139874.53, 163795.72, 182480.89, 183269.52
0, 87919.992, 88141.195, 113143.9, 140520.92
0, 50227.656, 87919.992, 95742.516, 103262.44
0, 50227.656, 95919.32, 100728.53, 101678.22
0, 48208.965, 68819.242, 71577.141, 75069.508
0, 71577.141, 80596.148, 89253.805, 90012.273
0, 68947.523, 71401.211, 80596.148, 81533.648
0, 55755.023, 68040.727, 71401.211, 72857.484
0, 48128.148, 55755.023, 68947.523, 70257.383
0, 48128.148, 51772.062, 72857.484, 79665.086
0, 51772.062, 55594.68, 72406.008, 80306.281
0, 55594.68, 56222.578, 70257.383, 79665.086
0, 54237.039, 54396.445, 59728.453, 61534.418
0, 22234.059, 54396.445, 56813.961, 73108.891
0, 87782.469, 93007.516, 102257.98, 105225.68
0, 97203.648, 102506.51, 103068.45, 103635.45
0, 63429.305, 64048.336, 71386.117, 75749.102
0, 63429.305, 67675.008, 68819.242, 69152.898
0, 51708.66, 67028.344, 75749.102, 84951.57
0, 20853.258, 56501.328, 63304.438, 73412.812
0, 63304.438, 64192.652, 85386.68, 98239.906
0, 46342.73, 55457.32, 63215, 80391.75
0, 55633.039, 62540.762, 63215, 66754.328
0, 66754.328, 68072.445, 74606.883, 79723.055
0, 53231.363, 57069.328, 57317.934, 70906.5
0, 53231.363, 56560.406, 71059.75, 78482.078
0, 40611.34, 49196.008, 50385.848, 56560.406
0, 28326.447, 40611.34, 45985.066, 47545.949
0, 50385.848, 50743.852, 57413.473, 67028.344
0, 62213.938, 75551.906, 76720.172, 77832.133
0, 41756.449, 62213.938, 71986.609, 72853.109
0, 41756.449, 65052.098, 69617.805, 76532.57
0, 56469.312, 65052.098, 73287.211, 74178.102
0, 45641.891, 56469.312, 75132.133, 81121.383
0, 32734.096, 48170.746, 53616.297, 69612.461
0, 20012.115, 34210.168, 56246.84, 66871.461
0, 35351.141, 56013.195, 56246.84, 61379.793
0, 49622.406, 53521.199, 53966.297, 54138.984
0, 67532.344, 70357.711, 73142.836, 74316.641
0, 60259.312, 86188.367, 106138.92, 106733.65
0, 58591.539, 73156.352, 86188.367, 102086.98
0, 33175.672, 64293.617, 76730.141, 82008.594
0, 57846.859, 63794.742, 71997.805, 96903.461
0, 41283.672, 57846.859, 58988.012, 66154.828
0, 65059.355, 66154.828, 84145.625, 85239.586
0, 45651.301, 88341.039, 103490.98, 107781.39
0, 33046.07, 89501.219, 94943.484, 102049.3
