0, 43087.625, 54955.023
0, 68299.297, 71783.508
0, 68299.297, 81449.305
0, 50155.199, 65825.609
0, 50155.199, 52766.441
0, 43812.332, 52766.441
0, 43812.332, 63543.691
0, 63543.691, 65308.215
0, 60709.434, 62371.203
0, 78959.219, 94185.75
0, 97635.445, 98915.578
0, 108244.36, 120282.64
0, 99463.195, 100451.75
0, 41846.055, 57365.219
0, 33871.98, 57609.953
0, 70780.109, 75071.68
0, 79393.5, 88206.375
0, 107188.56, 112039.6
0, 85941.688, 87439.453
0, 62936.859, 63094.5
0, 72735.508, 75989.273
0, 96095.805, 107630.73
0, 109321.27, 117579.34
0, 99292.164, 110205.6
0, 60283.066, 99292.164
0, 60283.066, 110205.6
0, 108312.38, 109713.13
0, 66286.656, 88617.281
0, 44316.656, 66286.656
0, 44316.656, 74275.578
0, 74275.578, 83768.055
0, 83768.055, 125178.5
0, 87052.32, 109883.52
0, 60044.262, 87052.32
0, 53122.723, 60044.262
0, 53122.723, 90902.484
0, 111621.27, 113174.05
0, 67798.664, 109748.68
0, 67798.664, 82819.367
0, 61802.559, 79671.703
0, 58640.324, 61802.559
0, 40828.785, 58640.324
0, 40828.785, 70291.039
0, 72868.875, 72998.336
0, 84344.992, 85928.258
0, 112034.48, 126339.17
0, 77621.672, 91384.914
0, 67289.883, 70244.766
0, 41624.668, 45809.246
0, 37185.75, 40592.941
0, 32168.293, 37911.062
0, 29795.307, 37911.062
0, 15353.632, 47150.02
0, 14339.931, 31672.957
0, 18815.686, 19881.25
0, 27139.934, 28417.354
0, 42553, 62981.348
0, 84466.758, 86282.211
0, 37971.258, 56024.539
0, 40070.59, 46577.555
0, 36546.547, 40070.59
0, 36546.547, 54905.508
0, 53398.949, 54905.508
0, 37971.258, 66885.109
0, 46577.555, 54758.184
0, 67252.469, 74388.547
0, 61804.652, 65126.52
0, 61804.652, 76261.578
0, 48390.742, 61195.395
0, 48390.742, 54955.023
0, 43087.625, 57564.797
0, 57359.082, 57564.797
0, 67397.922, 80271.469
0, 64143.797, 67397.922
0, 62262.914, 64143.797
0, 55465.035, 62262.914
0, 55465.035, 58268.793
0, 62876.445, 65047.805
0, 76780.164, 92644.023
0, 138563.56, 150157.05
0, 88141.195, 103262.44
0, 41846.055, 81840.984
0, 33871.98, 57365.219
0, 48208.965, 59350.91
0, 59350.91, 60342.961
0, 60342.961, 68426.758
0, 54582.352, 68426.758
0, 48908.805, 54582.352
0, 48908.805, 76767.711
0, 80172.25, 84730.867
0, 61534.418, 69511.297
0, 56222.578, 59728.453
0, 22234.059, 54237.039
0, 56813.961, 56908.988
0, 56908.988, 64462.207
0, 64048.336, 64462.207
0, 65068.359, 67183.609
0, 51708.66, 67183.609
0, 20853.258, 64192.652
0, 55457.32, 56501.328
0, 46342.73, 55633.039
0, 62540.762, 66906.961
0, 66906.961, 68072.445
0, 57018.02, 76743.969
0, 57018.02, 69977.234
0, 44863.02, 47545.949
0, 28326.447, 44863.02
0, 45985.066, 46513.359
0, 71535.031, 83920.633
0, 54832.328, 71535.031
0, 49849.805, 54832.328
0, 45641.891, 49849.805
0, 53616.297, 55062.539
0, 32734.096, 49977.844
0, 34210.168, 37877.949
0, 20012.115, 37877.949
0, 35351.141, 66208.742
0, 49622.406, 56120.668
0, 67532.344, 80973.07
0, 58591.539, 60259.312
0, 64293.617, 73156.352
0, 33175.672, 70394.031
0, 41283.672, 70394.031
0, 58988.012, 60590.121
0, 60590.121, 85239.586
0, 45651.301, 85511.57
0, 33046.07, 94352.359
0, 89595.312, 92265.312
0, 56041.703, 69545.367
0, 17032.691, 60932.562
0, 57599.32, 104523.05
0, 54728.027, 97420.82
0, 54728.027, 91274.719
0, 46801.758, 58136.477
0, 46801.758, 73508.992
0, 68636.367, 89079.656
0, 58974.984, 60432.973
0, 29350.119, 31684.57
0, 55891.23, 66381.891
0, 53323.633, 55891.23
0, 61561.539, 64151.707
0, 118499.52, 118580.39
0, 118499.52, 123966.25
0, 76720.172, 80072.562
0, 46750.801, 65706.734
0, 46750.801, 65489.641
0, 39528.16, 48962.137
0, 27116.846, 44350.465
0, 17817.967, 35327.055
0, 70960.266, 77832.328
0, 73555.242, 74101.773
0, 45882.203, 60496.652
0, 18320.791, 56471.176
0, 47683.355, 67844.094
0, 47683.355, 59165.984
0, 59165.984, 67844.094
0, 23718.572, 57584.066
0, 54131.547, 54874.438
0, 54874.438, 68319.008
0, 65590.93, 113427.25
0, 101449.58, 168720.7
0, 195883.58, 196698.92
0, 68806.086, 82355.945
0, 68806.086, 103683.07
0, 100422.84, 127603.15
0, 89365.375, 100422.84
0, 70883.875, 104863.48
0, 67719.789, 109230.97
0, 54138.184, 100241.06
0, 24009.738, 95404.211
0, 23196.094, 62348.645
0, 83316, 87944.258
0, 54946.934, 77533.438
0, 22477.148, 63318.266
0, 19941.379, 75386.914
0, 23932.811, 62620.152
0, 73722.078, 90241.984
0, 49352.824, 66284.539
0, 48339.43, 66284.539
0, 49189.867, 62345.211
0, 70445.289, 80107.68
0, 83300.398, 87049.852
0, 42778.125, 70680.453
0, 42778.125, 71624.5
0, 70680.453, 71624.5
